id,title,artist,album,duration,genre,moods,rating,playCount
278,Ocean Hearts,The Pulse,Single,354,pop,energetic|chill,0,0
279,群青,宇多田ヒカル,シングル,357,pop,dramatic,0,0
280,Velvet Lights,The Lights,Greatest Hits,414,indie,chill|sad|happy,0,0
281,夜に駆ける,YOASOBI,心の音,250,pop,focus|calm|happy,0,0
282,Ocean Run,Queen Echo,Reflections,365,rock,sad|calm|epic,0,0
283,Gravity Hearts,DJ Echo,Vol. 1,238,indie,sad|energetic,0,0
284,未来へ,米津玄師,夜空,214,anime,epic|calm|focus|anime,0,0
285,Midnight Motion,Neon Theory,Vol. 1,142,pop,calm|energetic,0,0
286,Golden City,Queen Echo,Vol. 2,256,edm,focus,0,0
287,群青,YOASOBI,物語,199,rock,epic|dramatic|energetic,0,0
288,青のすみか,宇多田ヒカル,物語,387,rock,focus,0,0
289,群青,RADWIMPS,青い炎,210,rock,chill|epic|dramatic,0,0
290,Ocean Hearts,MC Fiction,Reflections,392,jazz,calm|energetic|chill,0,0
291,Gravity Shadows,Young Hearts,Greatest Hits,293,anime,dramatic|romantic|opening,0,0
292,Neon Motion,King Hearts,Reflections,245,anime,chill|focus,0,0
293,キラキラ,King Gnu,物語,312,anime,focus|ending,0,0
294,風吹けば恋,Official髭男dism,シングル,406,alt,dramatic,0,0
295,Wild Run,Young Storm,Reflections,311,anime,energetic|ending,0,0
296,Electric Shadows,King Theory,Vol. 2,331,edm,energetic,0,0
297,Midnight Shadows,Saint Theory,Greatest Hits,230,alt,calm,0,0
298,Ocean Rain,Young Echo,Greatest Hits,328,rock,focus|energetic,0,0
299,Gravity Sky,The Pulse,Reflections,206,rock,chill,0,0
300,Golden City,Neon Pulse,Vol. 2,153,anime,calm|romantic|opening,0,0
301,夜に駆ける,LiSA,心の音,414,lofi,happy,0,0
302,Golden Lights,King Riders,Vol. 2,147,jpop,epic|focus|anime,0,0
303,Golden Rain,Queen Riders,Night Drive,403,indie,focus|happy|calm,0,0
304,Neon Dreams,Silent Storm,Reflections,276,jpop,focus|sad|anime,0,0
305,Ocean Fire,MC Pulse,Vol. 2,211,rock,calm|focus,0,0
306,Wild Run,Neon Lights,Greatest Hits,262,lofi,sad|chill,0,0
307,未来へ,米津玄師,夜空,124,jpop,romantic|calm|happy,0,0
308,キラキラ,LiSA,心の音,153,alt,romantic|chill|calm,0,0
309,Wild Motion,The Theory,Reflections,417,anime,focus|ending,0,0
310,Electric Hearts,Queen Storm,Greatest Hits,140,indie,calm,0,0
311,Silver Shadows,DJ Fiction,Single,161,lofi,chill,0,0
312,風吹けば恋,Official髭男dism,青い炎,413,alt,romantic,0,0
313,Electric Dreams,Neon Theory,Greatest Hits,285,pop,happy,0,0
314,Electric City,Saint Theory,Night Drive,290,jpop,energetic|happy|romantic,0,0
315,群青,米津玄師,心の音,367,edm,romantic|sad,0,0
316,Ocean Shadows,Queen Fiction,Reflections,131,anime,energetic|calm|opening,0,0
317,Ocean Dreams,Young Theory,Reflections,168,jazz,epic|calm|sad,0,0
318,Wild Shadows,Blue Echo,Night Drive,380,indie,dramatic|focus,0,0
319,Midnight Hearts,MC Echo,Greatest Hits,163,jpop,epic,0,0
320,Ocean Fire,MC Pulse,Greatest Hits,301,anime,energetic|happy|sad,0,0
321,Wild Shadows,The Theory,Night Drive,351,lofi,energetic,0,0
322,キラキラ,宇多田ヒカル,物語,291,jpop,sad|energetic,0,0
323,Gravity City,King Waves,Reflections,298,lofi,chill,0,0
324,Gravity Rain,Silent Lights,Single,130,lofi,focus|dramatic|happy,0,0
325,Midnight Dreams,Neon Pulse,Reflections,409,jpop,energetic|epic|ending,0,0
326,Velvet Fire,The Nova,Single,346,jpop,epic|anime,0,0
327,Electric Dreams,Silent Storm,Reflections,236,indie,focus|calm|romantic,0,0
328,Golden Rain,Blue Riders,Reflections,212,anime,energetic|epic|ost,0,0
329,Crimson City,Queen Storm,Single,126,rock,calm|sad,0,0
330,Silver Rain,Young Riders,Reflections,274,anime,dramatic|romantic|anime,0,0
331,Velvet Sky,The Waves,Vol. 1,181,edm,calm|romantic,0,0
332,Midnight Motion,Queen Theory,Single,415,alt,happy,0,0
333,キラキラ,King Gnu,シングル,213,anime,energetic|dramatic|epic|anime,0,0
334,夜に駆ける,Official髭男dism,夜空,341,lofi,chill|epic|energetic,0,0
335,Neon Hearts,King Waves,Vol. 2,249,jpop,sad|dramatic|chill,0,0
336,Ocean Hearts,Queen Riders,Vol. 1,328,indie,epic,0,0
337,Silver Run,Queen Nova,Vol. 2,332,jpop,sad|dramatic|anime,0,0
338,群青,宇多田ヒカル,物語,303,pop,happy|dramatic|focus,0,0
339,Ocean Hearts,DJ Pulse,Night Drive,144,indie,sad,0,0
340,Midnight Rain,The Lights,Greatest Hits,198,pop,sad|happy,0,0
341,Silver Dreams,MC Pulse,Vol. 2,148,alt,calm|happy|energetic,0,0
342,風吹けば恋,LiSA,アニメ主題歌,242,jazz,energetic,0,0
343,炎,米津玄師,青い炎,181,indie,epic|focus,0,0
344,炎,LiSA,シングル,240,anime,calm|dramatic|romantic|ost,0,0
345,群青,King Gnu,物語,328,pop,focus|dramatic,0,0
346,風吹けば恋,Official髭男dism,物語,300,lofi,focus,0,0
347,Ocean City,Saint Riders,Vol. 1,206,indie,chill,0,0
348,Crimson Shadows,MC Nova,Single,274,pop,focus,0,0
349,Golden Hearts,Blue Theory,Vol. 1,149,lofi,focus|calm|chill,0,0
350,Silver Sky,Silent Echo,Night Drive,215,pop,chill,0,0
351,Ocean Run,The Lights,Vol. 2,223,anime,chill|opening,0,0
352,Neon Fire,Neon Storm,Vol. 1,213,jazz,sad|romantic|energetic,0,0
353,炎,King Gnu,シングル,181,pop,focus,0,0
354,残響散歌,Aimer,アニメ主題歌,166,anime,calm|happy|ost,0,0
355,Midnight Hearts,Silent Fiction,Night Drive,294,anime,dramatic|ending,0,0
356,群青,Official髭男dism,青い炎,360,rock,sad|dramatic|romantic,0,0
357,Golden Shadows,Queen Storm,Greatest Hits,334,pop,chill,0,0
358,Golden Run,Blue Fiction,Single,277,jpop,epic|anime,0,0
359,Neon Rain,Blue Nova,Vol. 1,365,lofi,epic,0,0
360,Velvet Rain,Queen Waves,Vol. 2,279,rock,happy,0,0
361,Silver Fire,Silent Lights,Reflections,274,jpop,chill|sad,0,0
362,Velvet Dreams,Silent Echo,Single,283,rock,focus|sad|chill,0,0
363,Ocean Rain,Neon Lights,Greatest Hits,395,alt,focus,0,0
364,Electric Rain,Young Hearts,Reflections,125,alt,chill|focus|romantic,0,0
365,白日,YOASOBI,シングル,150,indie,epic,0,0
366,Golden Motion,Neon Fiction,Single,287,jazz,focus|romantic,0,0
367,風吹けば恋,Aimer,物語,159,jpop,sad|ending,0,0
368,群青,Aimer,夜空,175,rock,happy,0,0
369,Silver Shadows,Silent Storm,Greatest Hits,309,edm,epic|dramatic|chill,0,0
370,Crimson Sky,Queen Theory,Vol. 1,283,pop,chill|energetic|epic,0,0
371,Gravity Shadows,Queen Echo,Single,134,edm,epic,0,0
372,Wild City,Young Theory,Vol. 1,177,lofi,calm|chill,0,0
373,Silver Shadows,MC Lights,Vol. 2,402,lofi,energetic|chill,0,0
374,残響散歌,宇多田ヒカル,心の音,358,pop,calm|sad|dramatic,0,0
375,Crimson Motion,Silent Hearts,Night Drive,305,rock,chill|sad,0,0
376,Wild Lights,Blue Pulse,Single,327,anime,calm|sad|energetic,0,0
377,Wild Rain,The Fiction,Vol. 2,345,pop,epic,0,0
378,Wild Sky,King Riders,Reflections,358,jazz,chill|romantic|dramatic,0,0
379,Electric City,Silent Fiction,Single,407,anime,chill|ending,0,0
380,Electric Sky,Neon Pulse,Night Drive,349,jazz,calm|epic,0,0
381,Midnight Run,Young Lights,Greatest Hits,235,indie,sad|romantic|happy,0,0
382,Ocean Lights,DJ Pulse,Vol. 2,286,rock,romantic,0,0
383,Gravity Shadows,Silent Pulse,Vol. 2,365,rock,happy,0,0
384,Midnight Hearts,MC Pulse,Night Drive,321,anime,calm,0,0
385,Crimson City,Blue Storm,Vol. 2,320,indie,sad|happy,0,0
386,白日,King Gnu,アニメ主題歌,370,pop,calm,0,0
387,Wild Motion,Saint Storm,Reflections,284,lofi,calm|energetic,0,0
388,Electric Lights,Blue Echo,Night Drive,179,edm,calm,0,0
389,Wild City,Blue Theory,Single,160,alt,energetic,0,0
390,Gravity Lights,Young Storm,Night Drive,385,alt,epic|calm,0,0
391,未来へ,RADWIMPS,青い炎,395,indie,focus|dramatic|happy,0,0
392,炎,RADWIMPS,心の音,367,lofi,romantic,0,0
393,Ocean Hearts,Blue Pulse,Reflections,123,alt,calm|happy,0,0
394,夜に駆ける,King Gnu,アニメ主題歌,152,rock,dramatic|calm|focus,0,0
395,Gravity Dreams,Neon Storm,Greatest Hits,317,jazz,romantic|calm,0,0
396,Silver City,Blue Fiction,Reflections,276,alt,focus,0,0
397,Electric Run,Saint Fiction,Vol. 2,255,indie,happy,0,0
398,未来へ,YOASOBI,心の音,132,lofi,dramatic|calm,0,0
399,群青,King Gnu,アニメ主題歌,401,indie,dramatic,0,0
400,Gravity Dreams,Blue Echo,Vol. 2,160,pop,dramatic|calm|happy,0,0
401,風吹けば恋,宇多田ヒカル,夜空,343,jazz,romantic|chill|calm,0,0
402,Wild Sky,King Hearts,Greatest Hits,247,jpop,calm|happy|sad|ost,0,0
403,未来へ,Official髭男dism,シングル,303,lofi,dramatic,0,0
404,Velvet Run,Young Storm,Vol. 2,419,indie,dramatic|energetic,0,0
405,Gravity Lights,Queen Riders,Single,271,jpop,energetic|happy|focus|ending,0,0
406,青のすみか,YOASOBI,ベスト,239,lofi,energetic,0,0
407,Wild Lights,The Lights,Greatest Hits,307,jpop,focus|ending,0,0
408,Gravity Run,Blue Riders,Greatest Hits,372,alt,romantic|sad,0,0
